textID,review,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²)
53524ebfd6," Ha, yea you are so not allowed days of rest, way too many interesting ideas to incorporate into tweetdeck",interesting,positive,morning,46-60,Rwanda,12952218,24670.0,525
485368aff9,  you don`t love me anymore!,you don`t love me anymore!,negative,noon,21-30,Poland,37846611,306000.0,124
f860efe36d," OOooOO -- no, I have not! Glad to hear it was incredible, though! I still have it bookmarked to try sometime",#NAME?,positive,night,70-100,Gambia,2416668,10120.0,239
d9d12cf0ce, I always feel guilty about it,s feel guilty,negative,noon,60-70,Iceland,341243,100250.0,3
6ad1f45c1e,Rachel and chelsey left me and jenny stole my bike.  that makes me muy triste!,stole,negative,noon,21-30,United Arab Emirates,9890402,83600.0,118
5cf245be15,I had to unhook twitter from Facebook because all my Facebook cronies were complaining.,complaining.,negative,noon,21-30,Bhutan,771608,38100.0,20
77132d49aa," Thanks!  Actually, when I first got my twitter, my pictures wouldn`t upload either. But they upload, it just takes a",Thanks!,positive,noon,60-70,El Salvador,6486205,20720.0,313
f2298f5abb,"I was glorious at 6.50 when I went outside, so why has it gone cold and cloudy now",glorious,positive,night,31-45,Comoros,869601,1861.0,467
43c2747b8e,"Going to bed early... got a lot of important women to visit for Mothers Day tomorrow! PS- As of midnight tonight, HAPPY BDAY BOO BEAR!",HAPPY BDAY BOO BEAR!,positive,night,70-100,Panama,4314767,74340.0,58
501fcb3256, cool !! actually i believe T.I. has just begun his jail sentence in arkansas,cool,positive,night,70-100,Australia,25499884,7682300.0,3
97e92b0002,Wow.. TAGers ROCK!!!  Awesome performance,Wow.. TAGers ROCK!!!  Awesome performance,positive,noon,60-70,Moldova,4033963,32850.0,123
0addccf1b5,"humm.... I adore Mark #hoppusday ,so I`m just going to throw it out there #hoppusday....... have a nice #hoppusday people!!",adore Mark,positive,morning,46-60,Turkmenistan,6031200,469930.0,13
175c43e5a8,you know ur dog is getting old when she sits down to eat...poor hilly please don`t grow up,poor hilly,negative,night,31-45,Italy,60461826,294140.0,206
f53ae68259,_rabbit_ I have been begining to think you are showing signs of becoming a sped haha  Love ya!,Love,positive,morning,46-60,Qatar,2881053,11610.0,248
3b870d2d08,life is so boring without you,boring,negative,morning,0-20,Cuba,11326616,106440.0,106
24951d154c,happy mum`s day! i kinduhh have a major crush on alex johnson from the cab,happy mum`s day!,positive,noon,60-70,Denmark,5792202,42430.0,137
9ee413df0b,no more arrested development. i am sad.,i am sad.,negative,noon,60-70,Slovakia,5459642,48088.0,114
a26a810a8d,Can`t believe those idiots buzzed out the juggler.,Can`t believe those idiots buzzed out the juggler.,negative,night,31-45,Comoros,869601,1861.0,467
bb61a7094b,today is a busy day. exhausting!,exhausting!,negative,morning,0-20,New Zealand,4822233,263310.0,18
db0604e817,i really cant take this.,i really cant take this.,negative,noon,21-30,Iran,83992949,1630000.0,52
6b78e2821a,"would like june the nineteenth to hurry it self up, as she is waiting very impatiently to see wes carr",she is waiting very impatiently,negative,night,70-100,Lesotho,2142249,30360.0,71
a015a43be1,Okay so I`m trying to be happy and deal with my problems and my friends` also. Its hard,Its hard,negative,morning,0-20,Palau,18094,460.0,39
bf932d2533, Happy Mother`s Day hahaha,Happy Mother`s Day,positive,night,70-100,Kiribati,119449,810.0,147
4644f380ec,Yep. That good feeling didn`t last.  back to sleeping for me.,good,positive,noon,21-30,Myanmar (formerly Burma),54409800,653290.0,83
46d631c295, i hate it,i hate it,negative,morning,46-60,Indonesia,273523615,1811570.0,151
91fc7732f9, it`s nto as good,s nto as good,negative,night,31-45,Monaco,39242,1.0,26337
d569fdb6b4,"Reading my book in the sunshine, goona be a good day",good,positive,noon,21-30,Estonia,1326535,42390.0,31
f87c061e38,"is at my grandma`s place with my mum, celebrating mothers` day in 3 generations. The 4th will come",celebrating mothers` day in 3 generations.,positive,night,70-100,Pakistan,220892340,770880.0,287
d3d6d88c73,Ugh... Waiting.... Interminable...,Ugh... Waiting.... Interminable...,negative,morning,0-20,Turkmenistan,6031200,469930.0,13
ab0cf4bfff,started her new job today! aaand so stoked for may long..  and billy is awesome.,awesome.,positive,night,31-45,Algeria,43851044,2381740.0,18
0287f2ddef, WHAT?! i was wanting to see that show!!,WHAT?! i was wanting to see that show!!,negative,morning,0-20,Sao Tome and Principe,219159,960.0,228
c9ea30009c,   .Ã¯Â¿Â½Ã¯Â¿Â½?????Ã¯Â¿Â½Ã¯Â¿Â½.  i bet. man i wish i coulda went some whr. i didn`t even go out here. i was home all weekend.  nyt life sux here,nd.  nyt life sux,negative,morning,0-20,Democratic Republic of the Congo,89561403,2267050.0,40
e6b78cdb01, i can`t wait! its most definately going to be amazing.  <3 michelle,i can`t wait! its most definately going to be amazing.  <3 michelle,positive,noon,21-30,Saudi Arabia,34813871,2149690.0,16
1e4dd145b3,http://twitpic.com/674p1 -  this is my Ohio is for lovers tattoo got the design off the shirt.. haha but I lost the shirt,http://twitpic.com/674p1 -  this is my Ohio is for lovers tattoo got the design off the shirt.. haha but I lost the shirt,negative,morning,0-20,Singapore,5850342,700.0,8358
0e28857f4b,"http://twitpic.com/675t7 - Square B - she is sad because she wasn`t there and now she`s, well, square  (crocheted bee with poly fibe ...",she is sad,negative,night,31-45,Marshall Islands,59190,180.0,329
85de46096a, Stress-free is the way to be,Stress-free is the way to be,positive,night,31-45,United Kingdom,67886011,241930.0,281
c605755961, Well I *did* put in a good innings...sweared at the brother in law..was in fine form,good,positive,night,70-100,Pakistan,220892340,770880.0,287
2463ad77e1,At branding iron with drea! White boubous and **** can get down! Haha crunk! For the next couple hours! Haha fun times!,fun,positive,night,70-100,Finland,5540720,304000.0,18
fc0bf9b8e3,"ah! A clean house...finally, so nice","finally, so nice",positive,morning,46-60,Liberia,5057681,96320.0,53
2dec83989c, nooooooooooooooo! well the 4G will prob be out in June but that doesn`t help u now,that doesn`t help u now,negative,night,31-45,Suriname,586632,156000.0,4
67d6007d7b,"wish I could feel no pain (8)  but it`s ok, at least they like Brazil!",like,positive,morning,0-20,Vanuatu,307145,12200.0,25
11822e055c,"i feel like i`m quarantined everywhere i go... pinkeye, go away already!","i feel like i`m quarantined everywhere i go... pinkeye, go away already!",negative,noon,21-30,Iceland,341243,100250.0,3
f416e179c8,8 month old African grey parrot  sad sale - Reptile Forums UK http://bit.ly/grrdA,sad,negative,noon,21-30,Kyrgyzstan,6524195,191800.0,34
7a9470258e, im sadd sancha  june 18 for me is a fail  its gonna be you and chini ((((((,sadd,negative,noon,21-30,Japan,126476461,364555.0,347
98e7b8d07c,"Being tall has its ups and downs , my legs are in pain",pain,negative,night,70-100,Niger,24206644,1266700.0,19
c1904e8dbd,"___ okay, i`ll finally get to meet Dia! that`s her name, right? oh geez i`ll feel so stupid if it`s not.",oh geez i`ll feel so stupid,negative,night,31-45,Niger,24206644,1266700.0,19
a1790bbaff," just got in, gonna go upto bed in a sec, not drunk! I`m disgusted with myself  haha",disgusted,negative,noon,21-30,Azerbaijan,10139177,82658.0,123
7f8f40319a," SUFFICATION NO BREATHING. It`s okay. There`ll be more. You`re invited to mine, but I can`t promise fun times.  *Jinx",SUFFICATION,negative,morning,0-20,Andorra,77265,470.0,164
11e4db5f9b,MORNING!!! Hope you all have a lovely holiday Monday whatever you are goin to be up to!,lovely,positive,night,31-45,Saint Lucia,183627,610.0,301
d446f3664c,missing loverboy so much,missing,negative,night,31-45,India,1380004385,2973190.0,464
edb8a2e0e4," It`s 12:30AM,  stopped tweeting, my brain`s not functioning. I wanna cry. Haha. Philippines tour, please?  Love ya!","It`s 12:30AM,  stopped tweeting, my brain`s not functioning. I wanna cry. Haha. Philippines tour, please?",negative,morning,46-60,Greece,10423054,128900.0,81
9be60c1b72, The problem is that I`m not finished with it  But I have logged in mass hours this week on it. And i`m not being paid! POP!,problem,negative,noon,21-30,Kyrgyzstan,6524195,191800.0,34
827d246ca2," I just retweeted your jesus post as it made me laugh... don`t worry, wasn`t a subliminal code",laugh.,positive,noon,21-30,Germany,83783942,348560.0,240
c6298294c8,love to but  already got plan  going to queen mary !,love,positive,noon,21-30,United Arab Emirates,9890402,83600.0,118
71f03d8cd3,is sick & tired of being sick & tired,tired,negative,night,70-100,Peru,32971854,1280000.0,26
e84601441b, my poor baby I think it`s allergies! Can I do amything about it bc he`s been that way sence monday,y poor baby I think it`s allergies!,negative,morning,0-20,Yemen,29825964,527970.0,56
687ee0bd2d,Wide awake and grouchy as ****.,grouchy,negative,morning,0-20,Guinea,13132795,246000.0,53
39e274d8ea,happy mothers dayy,happy,positive,morning,46-60,Egypt,102334404,995450.0,103
5cd2d151d7,"_C I can`t find the original on blip.fm and the Ex Models version, not so much...","_C I can`t find the original on blip.fm and the Ex Models version, not so much...",negative,night,31-45,Uzbekistan,33469203,425400.0,79
6117fbee73, oh **** that sucks,sucks,negative,noon,21-30,Azerbaijan,10139177,82658.0,123
58d00d3ae5,I think I juz missed my last bus  .. Need to walk home sia - http://tweet.sg,I think I juz missed my last bus,negative,morning,46-60,Sri Lanka,21413249,62710.0,341
4da8b3dd3a,I hate that I am so stinkin tired everyday!  It`s so hard to get up...I thought I was supposed to start getting energy back now.,It`s so hard to get up.,negative,noon,21-30,Nicaragua,6624554,120340.0,55
d303e92e0a,aww my son gave me a purple g shock for mother`s day,aww,positive,night,70-100,Namibia,2540905,823000.0,3
05897ff7fd,It wasn`t a good day ..,It wasn`t a good day ..,negative,morning,0-20,China,1439323776,9388211.0,153
f1142bc75a,`ss back to the gym project. Finally finished ... **** filthy hobo`s always trying to eat my taco`s.  !!   </3,filthy,negative,noon,60-70,Malta,441543,320.0,1380
820ab32b34,i get a message that my account is suspended as far as i know i haven`t violated any terms contacting twitter now..,suspended as,negative,morning,0-20,Andorra,77265,470.0,164
f14f087215, i dont think you can vote anymore! i tried,i dont think you can vote anymore!,negative,morning,0-20,Vanuatu,307145,12200.0,25
4354203b21,My mom was happy with my present  yayy,My mom was happy with my present  yayy,positive,night,31-45,San Marino,33931,60.0,566
092f5873c0," Haha, nice! ;) Thanks for letting me know!","Haha, nice! ;) Thanks for letting me know!",positive,noon,21-30,Armenia,2963243,28470.0,104
f0d9991831, RogÃ¯Â¿Â½rio Minotouro will fight now!,fight,negative,morning,46-60,Kuwait,4270571,17820.0,240
bcb091ea3b,Gah! Buddy K is a must hang with person right now I miss him.  Along with Parker and McPhee.,I miss him.,negative,noon,60-70,Bangladesh,164689383,130170.0,1265
6dfe561162,"get down tonight: http://bit.ly/QxXhi  the bridesmaids, moms, bride & I rockin` the reception","moms, bride & I rockin` the reception",positive,night,70-100,Cabo Verde,555987,4030.0,138
78a4c78f16," Nice skillz Nick  x love always, Marjorie & Jemimah. Sydney, Australia.",Nice skillz,positive,noon,21-30,Côte d'Ivoire,26378274,318000.0,83
a309f96613,I like  already  (new follower to join in midst of zombies mayhem),I like  already,positive,night,31-45,Barbados,287375,430.0,668
88a30f11e4," - not early at all, just say you are running on eastern time  hope you had fun at your auditions! canada ftw!",d fun,positive,morning,46-60,Kazakhstan,18776707,2699700.0,7
ac8da6790c,First Happy Mothers Day  Second what is it that makes us think the way we do? Why do we feel the way we feel? I dont know but i wish i did,Happy,positive,night,70-100,Gambia,2416668,10120.0,239
1d963010df,i reckon i could live of yogurt for a week if i had a good selection of flavors,i had a good selection of flavors,positive,noon,60-70,Somalia,15893222,627340.0,25
20a60fc55e, oh oh oh are you offering to send ducks!  I love love love confit duck,I love love love confit duck,positive,noon,60-70,Colombia,50882891,1109500.0,46
6e88246c57,"it`s `s birthday today, wish her a good one assholes! Sleepytime",wish her a good one assholes!,negative,night,70-100,Peru,32971854,1280000.0,26
41c7c2b3d1, i hav a bet to get a 6 pack in 35 days...im on day 3..it sux,t sux,negative,noon,21-30,Grenada,112523,340.0,331
9d9d77c46d,Looking for the  in Coal Harbour. Can`t find it!,Can`t find it!,negative,night,70-100,India,1380004385,2973190.0,464
af5be0132e,i feel like I`m on house arrest.,i feel like I`m on house arrest.,negative,noon,21-30,Israel,8655535,21640.0,400
1fb43f9649,"hey  please reply me, i can`t call you im from Mexico and i don`t know the code  love you",love,positive,night,31-45,Jordan,10203134,88780.0,115
a4107cd765," Im not getting any treatments, we are just gonna hang out at the pool and the hot tubs.","Im not getting any treatments,",negative,noon,60-70,Malaysia,32365999,328550.0,99
c234934302,"ok all, bedtime for this bonzo! i just got done with my math homework and my brain is done for the day. Nite nite  have a great day!",Nite nite  have a great day!,positive,noon,21-30,Kyrgyzstan,6524195,191800.0,34
321caa6fde, I am so excited you`re touring with FOTC! I had no idea!! I`ll be seeing you tomorrow,excited,positive,noon,60-70,Japan,126476461,364555.0,347
fe307a719c, nah is next week honey ma fault for confusin u,nah is next week honey ma fault for confusin u,negative,night,31-45,Monaco,39242,1.0,26337
c5a93b6bbb,"_Confidential I tried to use Spinelli to turn him on to GH, but it didn`t really work",didn`t really work,negative,night,70-100,Equatorial Guinea,1402985,28050.0,50
df13e0df02,"Actually a great start to the day, hope it continues  getting my new american oversized bed in the evening!",great,positive,night,31-45,Guyana,786552,196850.0,4
8eb3f2208d,my head feels sooooooooooo much better,my head feels sooooooooooo much better,positive,noon,60-70,Oman,5106626,309500.0,16
a1824a88d8,i think my ipod is sick  it doesn`t want to connect to any wi-fi . . .,sick,negative,noon,21-30,Germany,83783942,348560.0,240
babe8ab5bf,I am so sad... How come Pooch Hall from The Game has not accepted my friend request on Facebook Yet,I am so sad...,negative,morning,46-60,Hungary,9660351,90530.0,107
60e5d83b73,I am back from the best party ever,best,positive,morning,46-60,Ireland,4937786,68890.0,72
719a7108ed,Just found out I`ll be a Food Engineer in a future life. Cool. *iPhone app called Afterlife,Cool.,positive,morning,0-20,United States of America,331002651,9147420.0,36
7c55adcb6a, oops too late,oops,negative,morning,46-60,United States of America,331002651,9147420.0,36
fa596e769c,I am finally plugged in to listen to Flashpoints on http//:www.kpfa.org shoutout  and have missed the segment about Chevron,missed,negative,noon,21-30,Bulgaria,6948445,108560.0,64
7c9e2a1054,wtf come i need this day to go by,wtf,negative,morning,0-20,Guinea,13132795,246000.0,53
b0b24ed515,Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it,Lovely day for it,positive,noon,60-70,Iceland,341243,100250.0,3
99f4063cf1, Aw  yes we had it out for weeks got asked to return it in end! I wish they had just bought it for me! never mind ??,! never mind,positive,night,70-100,Thailand,69799978,510890.0,137
f29edbc282, 0k...enjoy Dora the Explorer..  greetings to your niece!!,.enjoy,positive,morning,46-60,Serbia,8737371,87460.0,100
7ec07f7616,Tonight was fun,Tonight was fun,positive,night,31-45,Canada,37742154,9093510.0,4
aa8acc9562,whats going on tonight?!?!?! lets partyyyyy!,lets partyyyyy!,positive,morning,46-60,Mali,20250833,1220190.0,17
8bfe09c2d3, I`m with you there - filing is so much less fun than sorting cos you still have to look at it & hunt down details,fun,positive,morning,46-60,Latvia,1886198,62200.0,30
0fe4317e14," I saw them at a show a few weeks ago.  Hate to say I was not all that impressed    fun. and AS were good, though.",Hate,negative,noon,21-30,Oman,5106626,309500.0,16
a4596fe6f9," wow 41,000 now....your really kickin` Carey`s butt with this competition! See you both very soon!",.your really kickin` Carey`s butt with this competition!,positive,morning,0-20,Latvia,1886198,62200.0,30
a274e12fa5,"I miss my dog  r.i.p.Batman... Yeah, Batman (I really hope `all dogs go to heaven` is true)",miss,negative,morning,46-60,Andorra,77265,470.0,164
ca776b4b27,_pollard I have no denial for this because it is the **** truth,**** truth,positive,night,31-45,Namibia,2540905,823000.0,3
84a6ac52b2,dissapointed in every way....confused... and damaged by the ugly love bug,dissapointed,negative,noon,21-30,Malta,441543,320.0,1380
4f3d3b5163, thanks for trying,thanks,positive,noon,60-70,Costa Rica,5094118,51060.0,100
52acb273d6,I missed  giving away a TTC code,I missed  giving away a TTC code,negative,noon,60-70,El Salvador,6486205,20720.0,313
95aaf22b7d,No allowed a calculator for this exam despite it containing laths that is impossible to compute in my head.,impossible,negative,night,31-45,Honduras,9904607,111890.0,89
67aa37e0aa, Thanks  #sigjeans,Thanks,positive,night,70-100,Bolivia,11673021,1083300.0,11
22158946bd,"Thinking of ways to promote Indie Designers. Benefiting them and moi  Any thoughts? Indies, what you do have to say?",Benefiting th,positive,morning,0-20,South Korea,51269185,97230.0,527
f0be3a5252," My music teacher either expired or forgot about my lesson, leaving me outside waiting for my ride to pick me up for 1 hour.","My music teacher either expired or forgot about my lesson, leaving me outside waiting for my ride to pick me up for 1 hour.",negative,night,70-100,United Kingdom,67886011,241930.0,281
22ddb05dd3,just got in. I have the best friends,I have the best friends,positive,morning,0-20,Singapore,5850342,700.0,8358
1b4d2454c1,Happy mother`s day to all moms!,Happy,positive,night,31-45,Kiribati,119449,810.0,147
693a3d4de6,"Beta 5 of 3.0 expired today, back on 2.2.1 until the public release. I miss it already",I miss it already,negative,night,70-100,Vietnam,97338579,310070.0,314
f150c43b3d,poor bella is in the ER with her first and second ear infection since both ears are infected. Her screams were blood curdling!,screams,negative,night,31-45,United Kingdom,67886011,241930.0,281
190701859d," : dougie, it`s coffee. There`s no 'I' on coffee. Hahaha and your name comes up as predicted text. Pretty awesome",Hahaha and your name comes up as predicted text. Pretty awesome,positive,night,31-45,Brazil,212559417,8358140.0,25
abcb83a4c1," I know! I can`t go either...it`s sad  She needs to come back to MI asap, haha",sad,negative,morning,46-60,Andorra,77265,470.0,164
316ffa3640," - Bingley, just for that practise-the-proposal scene toward the end. So endearing",endearing,positive,night,70-100,Turkey,84339067,770000.0,110
14dbfca1e3, I need to cancel my appt for 1 have to be home from1-5 for washing machine repair man can I do on the am? So sorry,So sorry,negative,night,70-100,Laos,7275560,230800.0,32
3b93020e3a," Yeah, I have seen the reviews and they are great! It is just that the reviews surprised me. Now getting tickets for tonight",e great!,positive,noon,60-70,Paraguay,7132538,397300.0,18
4cfc41a1a2," THIS CALLS FOR A HIGH FIVE!  (Don`t miss, hotshot xD)",THIS CALLS FOR A HIGH FIVE!,positive,morning,0-20,Nauru,10824,20.0,541
d32958f921,SCHOOL IS FINALLY OVER NO MORE TEST OR WORK YES!!!!!!! But im gunna miss alot of ppl,SCHOOL IS FINALLY OVER NO MORE TEST OR WORK YES!!!!!!! But im gunna miss alot of ppl,negative,night,31-45,Namibia,2540905,823000.0,3
6187121db2," no, def rubbish tonight",rubbish,negative,noon,60-70,Iceland,341243,100250.0,3
971c1e314b,_Fear_Me samee.. it sucks..,sucks..,negative,night,70-100,Senegal,16743927,192530.0,87
eb5f745481,"Had a crazy night, lost keys, walked home, missed my papi`s calls from the swizzy.    I`m sad",I`m sa,negative,morning,46-60,Bahrain,1701575,760.0,2239
5c2e67afde,Sending love & respect to all the mommies out in the twitterverse! You all inspire me!!,love,positive,night,70-100,Algeria,43851044,2381740.0,18
7eea1e9cdf,"Too many cocktails last night, my head hurts",hurts,negative,night,31-45,Kiribati,119449,810.0,147
255bc7ebaa,Good! luck you! I want new shoes  Ly x,Good!,positive,noon,60-70,Kenya,53771296,569140.0,94
44932eeb81,Karaoke at a small town bar. Having a wonderful time!,a wonderful time!,positive,noon,21-30,Uruguay,3473730,175020.0,20
f9ba6a4487,back from the yoga retreat. I recommend this to everyone,I recommend this to everyone,positive,morning,0-20,Burundi,11890784,25680.0,463
b37315069b,House hunting for next year= No FUN!,No FUN!,negative,night,70-100,Algeria,43851044,2381740.0,18
8621399222,"_15 No, I haven`t seen it yet!  But once it comes out on DVD.. ;) hehe. Haha",Haha,positive,night,31-45,Finland,5540720,304000.0,18
043f712279,Oh Mother - Christina Aguilera. Happy Mothers` Day to all the mamas!  ilovemymommy! <3,Happy Mothers` Day to all the mamas!  ilovemymommy! <3,positive,noon,60-70,Fiji,896445,18270.0,49
5bfac56ef2,Ugh! Plane delayed due to weather!  Stuck with another hour to kill.  http://twitpic.com/67xs0,Ugh!,negative,night,31-45,Tonga,105695,720.0,147
bf60c2d52b,excited how the jon does will do today  Good luck guys ;),excited,positive,morning,46-60,Haiti,11402528,27560.0,414
e69a4d2ab6,work was splendid,work was splendid,positive,morning,46-60,Mauritania,4649658,1030700.0,5
ccc4689cb6,  Hey Wanda great to tweet with u and many thx for the info re dobro and what a fantastic sound. Son House is a fav of mine,d what a fantastic sound,positive,night,31-45,Algeria,43851044,2381740.0,18
4f9f948a3d,Ahhhhhh I got stitches  I seriously cant wait to go to the beach! SUMMER HURRY UP!!!!!!,I seriously cant wait to go to the beach!,positive,night,31-45,Namibia,2540905,823000.0,3
7372afb42a, now my heart isnt cold  but im still missing you.,t im still missing you.,negative,noon,60-70,Togo,8278724,54390.0,152
8e65afd824," nice on the jet ski testing! Hope the book is going well. Cheers for adding me, got twitter after watching the gadget show","Hope the book is going well. Cheers for adding me,",positive,morning,46-60,Sweden,10099265,410340.0,25
a2e05185c6, is work next door sucking again,sucking,negative,noon,21-30,United Arab Emirates,9890402,83600.0,118
ccadc7885d,heading out to dinner in a minute - cant wait to have food.,cant wait to have food.,positive,night,31-45,Slovenia,2078938,20140.0,103
baa7df9301,**** im so bummed out right now....nobody loves me,im so bummed,negative,morning,0-20,Burundi,11890784,25680.0,463
8b0d4b3b74," Feeling inspired this evening, huh?","Feeling inspired this evening, huh?",positive,noon,21-30,Tuvalu,11792,30.0,393
b5e6f4a319, hmmm...the one restaurant/one grocery is sad. not the dukbolgi.,sad.,negative,morning,0-20,Kuwait,4270571,17820.0,240
3da31fa687,"Youtube`s tubes appear to be clogging up somewhat today, connection errors a plenty.",connection errors a plenty.,negative,night,70-100,Jordan,10203134,88780.0,115
5aadbb1411,i have sore throat. that`s suck.,i have sore throat. that`s suck.,negative,night,31-45,Equatorial Guinea,1402985,28050.0,50
0b2bf0b98e,Waking up at unGodly hours to go to work is starting to get old. At least the coffee is good,good,positive,noon,60-70,Nicaragua,6624554,120340.0,55
7d770c7bd6,i have such a sore head,sore head,negative,night,31-45,Suriname,586632,156000.0,4
a8310f010b,"  thats it, rub it in that ur seeing morrissey! il just go and cry in the corner  x","thats it, rub it in that ur seeing morrissey! il just go and cry in the corner",negative,morning,46-60,Sao Tome and Principe,219159,960.0,228
86486783a0, I`m sure Mayor Brainard will be thrilled to hear that you`re a fan.,e thrilled,positive,noon,21-30,Tanzania,59734218,885800.0,67
7d41c25c44,So sleepy again and it`s not even that late. I fail once again.,fail,negative,noon,60-70,Angola,32866272,1246700.0,26
a2bc3f79a8, Have a nice Sunday  ****,nice,positive,noon,60-70,North Korea,25778816,120410.0,214
4271448b42,i was kinda hoping this time it was going to be differnt... its not it just sucks !!!!!!!!!,its not it just sucks,negative,night,70-100,Bolivia,11673021,1083300.0,11
a05aea73d7," woof, I wish I was allowed to go",I wish I was allowed to go,positive,noon,21-30,Mauritius,1271768,2030.0,626
b703054aaf,NiGHT NiGHT MY TWiTTER LOVES ON THE PHONE THEN SLEEP,NiGHT NiGHT MY TWiTTER LOVES ON THE PHONE THEN SLEEP,positive,morning,0-20,Palau,18094,460.0,39
7883967f6f,Bacon Fail.  Ended up with a commiseration muffin,Fail.,negative,morning,0-20,Liberia,5057681,96320.0,53
19c8924b58," Unfortunately, that`s how it usually goes.  In answer to yesterday...I`m okay. Things may be looking up. Miss talking to you.","Unfortunately,",negative,morning,0-20,Philippines,109581078,298170.0,368
653406470e," So far (with the exception of the rain), my morning is Great.  But I won`t let it dampen my day",my morning is Great.  But I won`t let it dampen my day,positive,night,31-45,Guyana,786552,196850.0,4
646f9a6972,Getting really guilty,really guilty,negative,night,31-45,Zimbabwe,14862924,386850.0,38
a089b92224, I`m not having a good day... can u cheer me up with a tweet?  Even Tink will do. LOL.,not having a good day.,negative,noon,21-30,Somalia,15893222,627340.0,25
02ba1f3e55,I`m going to miss the seniors so much!  Don`t goo!,miss,negative,night,70-100,Algeria,43851044,2381740.0,18
ef46647045,"one final down, two more to go!! wish me luck!! no a great effort!!",wish me luck!! no a great effort!!,positive,morning,46-60,Sweden,10099265,410340.0,25
2d9629f7d3, Thats soooo pretty. Mine havnt flowered for years,Thats soooo pretty.,positive,morning,46-60,Kuwait,4270571,17820.0,240
b83180ba3f, OMJ my sister brought Coldstone cupcakes today instead of a cake to celebrate bdays in family and I was so excited taking pics,excited,positive,noon,21-30,Kyrgyzstan,6524195,191800.0,34
1794111db0, are u planning on doing cardio for 1.5 hrs? If so that`s very reasonable  whatcha do last night?,reasonable,positive,noon,21-30,Seychelles,98347,460.0,214
5c430e5850,Awake at 4am..  can`t sleep,can`t sleep,negative,morning,0-20,Papua New Guinea,8947024,452860.0,20
619db8a90c,i got a bruise on my foot out if nowhere!  it hurts!,hurts!,negative,morning,46-60,Lithuania,2722289,62700.0,43
d757623954, I`ll have to add your shop to my favorites! I love your needle wraps. Right now my needles are all in a mess in a basket,love,positive,morning,46-60,Burundi,11890784,25680.0,463
16f737bd6c,CONGRATS !! I just KNEW a princess would win!!!   #sigjeans,CONGRATS,positive,night,70-100,Guyana,786552,196850.0,4
aefd7aebd6," i wnt there yesterday!  wish u could go with me someday u,u LOOVE YA <3","wish u could go with me someday u,u LOOVE YA",positive,noon,21-30,Japan,126476461,364555.0,347
e05d06a551,doesnt want exams next week,doesnt want exams next week,negative,morning,0-20,South Korea,51269185,97230.0,527
40649553ef, haha I do not know how to work blip apart from the obvious! thanks for reblipping my song  have a nice day ****,thanks,positive,night,70-100,Marshall Islands,59190,180.0,329
9864618eca,fucken tired as ****  it`s sunny.. good day? deffff,fucken tired as ****,negative,morning,0-20,Bosnia and Herzegovina,3280819,51000.0,64
434ad2efd0,Just had an iced coffee. Christ that tasted nasty,Just had an iced coffee. Christ that tasted nasty,negative,morning,46-60,Qatar,2881053,11610.0,248
39919c1db5,_com Thanks,Thanks,positive,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200.0,67
9e1f431a10,i am not happy at all,i am not happy at all,negative,night,70-100,Morocco,36910560,446300.0,83
7e3f57c60c,Just found out one of my ankles is swollen...eeks now it hurts,hurts,negative,night,31-45,Morocco,36910560,446300.0,83
2f148847c0,last day of work  ...but everyone is making it so great!,t so great!,positive,morning,46-60,Trinidad and Tobago,1399488,5130.0,273
927a7b48ec,getting impatient with the turnaround time on repairs to my (broken on arrival) new espresso machine  #fb,getting impatient with the turnaround time on repairs to my (broken on arrival) new espresso machine  #fb,negative,morning,46-60,France,65273511,547557.0,119
b4774eef40, Thanks amigo!,Thanks amigo!,positive,night,70-100,Spain,46754778,498800.0,94
2e361ca13d,I`m too tired,tired,negative,morning,0-20,Trinidad and Tobago,1399488,5130.0,273
3e49b93467," Awww. Don`t mean to sound like an overgrown age 37 baby, but I`m still stick. Not as bad as yesterday, but still bad.",t I`m still stick.,negative,noon,60-70,Gabon,2225734,257670.0,9
17cfe8b80e," but have you got , and twitted a link to it. No? Fail.",Fail.,negative,morning,46-60,Afghanistan,38928346,652860.0,60
d2d487b0e9, haha. Hope U have a Great Laugh as Laughter is the Best Medicine,haha. Hope U have a Great Laugh as Laughter is the Best Medicine,positive,noon,60-70,Azerbaijan,10139177,82658.0,123
f8b1806535, nope  het is LOST&found he ;-),s LOST,negative,morning,0-20,Andorra,77265,470.0,164
405f1bc278,Happy Mother`s Day to all you moms out there,Happy Mother`s Day to all you moms out there,positive,night,31-45,Australia,25499884,7682300.0,3
2a9874434e,Wishing all the Mom`s in the world a VERY HAPPY AND RELAXING MOTHERS DAY. May you get to spend the day with your feet up being pampered,HAPPY,positive,noon,60-70,Colombia,50882891,1109500.0,46
bc3595417d,"i burned my tongue!  @ workkkkkkkkkkkkkkkkk,",burned,negative,night,31-45,Djibouti,988000,23180.0,43
1d2f3cc141, Unless that invite comes with a beta key I`m not going to be much help...,y I`m not going to be much help...,negative,noon,21-30,Bulgaria,6948445,108560.0,64
